iter	F1	Logloss
133	0.6691663214	0.6178677968
134	0.6690069769	0.6177103441
135	0.6692144327	0.6176642456
136	0.6694305331	0.6173695785
137	0.6694037964	0.6172491149
138	0.6694544674	0.6172299207
139	0.6695179595	0.6171646211
140	0.6695705008	0.617090495
141	0.6696738948	0.6167217775
142	0.6699179037	0.6164567469
143	0.669951494	0.6164238389
144	0.6699023438	0.6162976858
145	0.6698674072	0.6162591278
146	0.6697702976	0.6161779376
147	0.6698797074	0.6158811925
148	0.6698833069	0.6157780621
149	0.6700634127	0.615510108
150	0.6699573294	0.6154183704
151	0.6700910748	0.6153003025
152	0.6700867313	0.6152253084
153	0.6701523331	0.6150831102
154	0.6700871886	0.6149878146
155	0.6702460787	0.6149337978
156	0.6702314624	0.6148970291
157	0.6703136094	0.6146683851
158	0.6703464142	0.6144000783
159	0.6705443684	0.6142713234
160	0.6705083192	0.6142322318
161	0.6705089526	0.6142232701
162	0.6705534795	0.6141621703
163	0.6706828491	0.6139423939
164	0.6708927988	0.6138613104
165	0.6711226284	0.6134492562
166	0.6712038799	0.6134428815
167	0.6712729873	0.6133715704
168	0.6713622994	0.6131562537
169	0.6713778597	0.6130870397
170	0.6714930587	0.6128881203
171	0.671492698	0.612842672
172	0.6714608848	0.6128097215
173	0.6714114305	0.6127362501
174	0.6715098729	0.612698299
175	0.671640145	0.612622932
176	0.6716609485	0.6125753158
177	0.6718048338	0.6123260461
178	0.6719996562	0.6120127157
179	0.6720301815	0.6118498518
180	0.6721366854	0.6117195072
181	0.6721948346	0.6116878214
182	0.6723463326	0.611607761
183	0.6722852102	0.6115806698
184	0.6724256829	0.6114125341
185	0.6726214022	0.6111963363
186	0.6725276478	0.6110595771
187	0.672509367	0.6110320559
188	0.6724427223	0.6110074534
189	0.6728825413	0.610782409
190	0.6730231235	0.6106418984
191	0.6729855162	0.6103952095
192	0.6730394913	0.6101880976
193	0.6730165479	0.6101588321
194	0.6730521948	0.6101277636
195	0.6731834038	0.6100389847
196	0.6732900386	0.6099648761
197	0.6733753629	0.6098961488
198	0.6734574133	0.6098753198
199	0.6733432402	0.6098269806
200	0.6733607805	0.6098225782
201	0.673313828	0.609587369
202	0.6734004622	0.6095205262
203	0.6734331187	0.6094905594
204	0.6734449934	0.6094618115
205	0.6734344704	0.6094201286
206	0.6734328532	0.6093876375
207	0.6735653951	0.609318713
208	0.67354733	0.6092227812
209	0.6737125658	0.609171711
210	0.673685843	0.609061025
211	0.6737714999	0.6090056843
212	0.6739508366	0.6087627998
213	0.6738320511	0.6087029989
214	0.6738734183	0.6086576687
215	0.6739674641	0.6086165021
216	0.6739439039	0.6086104438
217	0.6739640993	0.6083357408
218	0.6740650546	0.6081127263
219	0.67409535	0.6080641769
220	0.6740888066	0.6079474551
221	0.6741866037	0.6079274732
222	0.6741228591	0.6078930251
223	0.6743109747	0.6077795379
224	0.6741731574	0.6077438122
225	0.6742642505	0.6077147368
226	0.6743961494	0.6073710476
227	0.6744650769	0.6073316936
228	0.6745099969	0.6072675681
229	0.674508577	0.6072405407
230	0.6745737867	0.6071968558
231	0.6744870126	0.6071779279
232	0.6746441755	0.6071329132
233	0.674661114	0.6069912899
234	0.6746342655	0.6069447138
235	0.6747611358	0.6068247207
236	0.6747100713	0.6067969611
237	0.6747450475	0.6066011831
238	0.6747746494	0.6065531833
239	0.6748139341	0.6065419154
240	0.674768709	0.6064447055
241	0.6748206399	0.6063895096
242	0.6749000664	0.6063588926
243	0.6750178942	0.6061868661
244	0.6750260469	0.6061764764
245	0.67507509	0.6061461361
246	0.6751262851	0.6061226912
247	0.675094368	0.6060937647
248	0.6751671606	0.6059918364
249	0.6753208514	0.6058974167
250	0.6752911623	0.6058763629
251	0.6754425502	0.6057594064
252	0.6754529349	0.605718429
253	0.6755063669	0.6056815879
254	0.6756310621	0.6056085578
255	0.6756273538	0.6055713002
256	0.6756377508	0.6055565036
257	0.6757075085	0.6054879958
258	0.6756822845	0.6054499122
259	0.6756503519	0.6054282167
260	0.6756807739	0.6054162207
261	0.6756993401	0.6053988754
262	0.6756570419	0.6053849546
263	0.6756948778	0.6053589053
264	0.6758269355	0.6050542458
265	0.6757274814	0.6050281099
266	0.6757378548	0.6050113216
267	0.6758001297	0.6049760297
268	0.6757860002	0.604824205
269	0.6759611356	0.6047293049
270	0.6758765234	0.6046970953
271	0.6758550276	0.60467576
272	0.6759255374	0.6046451099
273	0.6760694351	0.6045345358
274	0.6760389844	0.6045090912
275	0.6760486079	0.6045005676
276	0.6760827485	0.6044874479
277	0.676090922	0.6044853432
278	0.6760256068	0.6044276837
279	0.675972219	0.6043830028
280	0.6763803032	0.6040615511
281	0.6763431818	0.6040507182
282	0.6764283527	0.6039606341
283	0.676452784	0.6039273336
284	0.6764483941	0.6039107463
285	0.6767182942	0.603846111
286	0.6767559704	0.6036193111
287	0.6767988624	0.6035728192
288	0.6770111634	0.6034145014
289	0.6769243525	0.6034105058
290	0.6770943242	0.6033801185
291	0.6770833576	0.603244589
292	0.6770225085	0.6032238601
293	0.6772130534	0.6031655756
294	0.6771848001	0.6031351415
295	0.6771602019	0.603079881
296	0.677426154	0.6028158043
297	0.6774970749	0.6026365595
298	0.6774200198	0.6026167144
299	0.6774621925	0.602589015
300	0.6775066442	0.6025368975
301	0.6775335648	0.6024354995
302	0.6775816573	0.6022865634
303	0.6775898709	0.6022633932
304	0.6777073222	0.6022372184
305	0.6777965019	0.6021383154
306	0.6778729571	0.601949361
307	0.6779900643	0.6017952081
308	0.6780219915	0.6017743269
309	0.678370973	0.6015779127
310	0.6782629573	0.601428012
311	0.6783656988	0.6014118832
312	0.678417653	0.6013712291
313	0.6784406993	0.6013234338
314	0.6785638	0.6012378592
315	0.6787260282	0.6011735711
316	0.6788182249	0.6009507835
317	0.678859041	0.6009344422
318	0.6787991839	0.6008646645
319	0.6787814164	0.6008513551
320	0.6788825135	0.6008407104
321	0.6791348999	0.6004890564
322	0.679183989	0.6004264707
323	0.679174647	0.6004045943
324	0.6793231534	0.6003493086
325	0.6792954119	0.6003435762
326	0.6795686295	0.6002050853
327	0.6795775109	0.6001916405
328	0.6796011939	0.6001570846
329	0.6796362005	0.6001072454
330	0.6796260986	0.6000962341
331	0.6795911898	0.6000838832
332	0.6796597875	0.6000670997
333	0.6796781578	0.6000461748
334	0.6796214013	0.599939793
335	0.6795409761	0.5999271747
336	0.6796657977	0.5997685793
337	0.6798077785	0.5996864747
338	0.6798704707	0.5996585903
339	0.6799006155	0.5996244043
340	0.679932619	0.5995273429
341	0.6800166372	0.5994536114
342	0.680060399	0.5993028881
343	0.6802622189	0.5991862471
344	0.6803101829	0.5991195359
345	0.6802853124	0.5991108882
346	0.6802894529	0.5990631047
347	0.6803450801	0.5990123658
348	0.6803504102	0.5989906248
349	0.6804663936	0.5989458872
350	0.680466978	0.59888698
351	0.6805060634	0.5988820318
352	0.6804995626	0.5988631077
353	0.6805712049	0.5988302476
354	0.6806534697	0.5987840125
355	0.6806398985	0.5987330048
356	0.6806156468	0.5986739102
357	0.6807683548	0.5986342628
358	0.6808476611	0.5985743806
359	0.6809044385	0.5985168642
360	0.680964849	0.598497685
361	0.6809245746	0.5984823867
362	0.6808682692	0.5984605413
363	0.680935157	0.5983424337
364	0.6810197918	0.5981945195
365	0.681017401	0.5981869282
366	0.681027406	0.5981459865
367	0.6810872467	0.5981367905
368	0.6810695026	0.5979844808
369	0.6811244233	0.5978651481
370	0.6811593426	0.5978135804
371	0.6811646943	0.5977840113
372	0.681197219	0.5977578545
373	0.6812275026	0.5977015013
374	0.6812600284	0.5976568584
375	0.6813901154	0.5974022787
376	0.6815153667	0.59731016
377	0.6815792872	0.5972154966
378	0.6816343436	0.5972076124
379	0.6816335755	0.5971927923
380	0.6816910373	0.5971163069
381	0.6817917452	0.5970588072
382	0.6817917452	0.5969707435
383	0.6818938225	0.5968946945
384	0.6818411839	0.5968758696
385	0.6820023308	0.5967351767
386	0.6820504205	0.5965741549
387	0.6820856351	0.5965437808
388	0.6821632953	0.5965236679
389	0.6821667802	0.5965018072
390	0.682293103	0.5964823872
391	0.6822995386	0.5964686196
392	0.6821906385	0.5963959036
393	0.6822554213	0.5963596556
394	0.6821944316	0.5963323108
395	0.682332234	0.596282438
396	0.6824055618	0.5962645669
397	0.6824248495	0.5961433176
398	0.6824245031	0.5960987311
399	0.6824766173	0.5959551519
400	0.6824357944	0.5959320185
401	0.6825478525	0.5958904438
402	0.6826107579	0.5956400329
403	0.6827101375	0.5955970112
404	0.6828350726	0.5953721313
405	0.6828523753	0.5953013339
406	0.6828818976	0.5952776958
407	0.6830304334	0.5951985951
408	0.6830530455	0.5951622986
409	0.6831002752	0.5950758924
410	0.6830446911	0.5950371255
411	0.6831759897	0.5949157094
412	0.6833255439	0.5947300175
413	0.6833417812	0.594633855
414	0.6834209877	0.5945949993
415	0.6834391861	0.5945606642
416	0.6835552928	0.5944048111
417	0.6835375848	0.5943814905
418	0.6834627747	0.5943157228
419	0.6835183508	0.5941234157
420	0.6836231161	0.5940226185
421	0.6836078804	0.5939972438
422	0.6836762217	0.5939321802
423	0.683766715	0.5938271541
424	0.6838936562	0.5937584593
425	0.6838478822	0.5936666833
426	0.6838508321	0.5936512108
427	0.6839402679	0.5936085483
428	0.6839447489	0.5935808539
429	0.6840431486	0.5934564839
430	0.6840313506	0.593445369
431	0.6841154804	0.5933292699
432	0.6841160944	0.5932882913
433	0.6841927875	0.5932296983
434	0.6842474381	0.593211014
435	0.6842873462	0.5931661
436	0.6844645176	0.592989943
437	0.6844127982	0.5929583782
438	0.6844191545	0.5929035011
439	0.684602916	0.5927570101
440	0.6845999665	0.5927438402
441	0.6848332203	0.5926338254
442	0.6848395624	0.5925646683
443	0.6849258175	0.5925317174
444	0.6848584307	0.5923838774
445	0.6848634424	0.5923629706
446	0.6848264332	0.5922688526
447	0.6848613799	0.5922289186
448	0.6850002923	0.5921912097
449	0.685064296	0.5921709636
450	0.6851771316	0.5921376953
451	0.6851430462	0.5921184727
452	0.6851169411	0.5920153281
453	0.6852002905	0.5919752391
454	0.6854087501	0.591873712
455	0.685418448	0.5917571071
456	0.6854066533	0.591735974
457	0.6853855853	0.5916851493
458	0.6853607547	0.5915461002
459	0.6855401715	0.5914173089
460	0.6854731985	0.5913917177
461	0.6855410149	0.5913471464
462	0.6856758186	0.5912356838
463	0.6857423876	0.5911149697
464	0.6857807184	0.5910913731
465	0.6859142838	0.5910206898
466	0.6859766031	0.5909324215
467	0.6859538362	0.5908949571
468	0.6860271221	0.590853606
469	0.6860161446	0.5907876645
470	0.6860565976	0.5907538932
471	0.6861803801	0.5906963176
472	0.6862014087	0.5906683398
473	0.6862051561	0.590630616
474	0.6862401144	0.5905225942
475	0.6862515013	0.5904644043
476	0.6863795563	0.5903928714
477	0.6863613038	0.5903169274
478	0.6865162436	0.590242791
479	0.6865376404	0.5901736194
480	0.6865608122	0.5901323525
481	0.6866079325	0.590039002
482	0.686696912	0.5899509324
483	0.6867314852	0.5899204095
484	0.6867937109	0.589864775
485	0.6868695118	0.5898196952
486	0.6869405546	0.5897243258
487	0.6869920477	0.5896976503
488	0.6870527563	0.5896818362
489	0.6869729397	0.5896163626
490	0.6869976158	0.5894633575
491	0.6870700853	0.5893692517
492	0.6871267309	0.5893368455
493	0.6872198259	0.5892698314
494	0.6872400649	0.5892476761
495	0.6873103466	0.5892019649
496	0.6873136549	0.5891682089
497	0.6872360132	0.5890771902
498	0.6872628688	0.5890212296
499	0.6873820752	0.588969057
500	0.687390904	0.5889332028
501	0.687271698	0.5888314257
502	0.6872606583	0.5887980443
503	0.6874891602	0.5887456357
504	0.6874836335	0.5887316012
505	0.6874987063	0.5886349882
506	0.6875134197	0.5886181074
507	0.6875336602	0.5886010022
508	0.6874755238	0.588523197
509	0.6875310752	0.5884955793
510	0.6876558248	0.5884165558
511	0.6877044364	0.5883487689
512	0.6877470347	0.5882646961
513	0.6876745385	0.5881701113
514	0.6877297334	0.5881422169
515	0.687765387	0.5880950426
516	0.6878084662	0.5879985445
517	0.6878055243	0.5879783589
518	0.6879456867	0.5878665445
519	0.6880453502	0.5878285097
520	0.6879924068	0.5877409265
521	0.6880825647	0.5877158135
522	0.6881145793	0.5876751965
523	0.688111299	0.5875871278
524	0.6881876818	0.5875326308
525	0.6881997853	0.5874813034
526	0.6882380264	0.5874437369
527	0.6882811471	0.5873926438
528	0.6881906236	0.5873584212
529	0.6882340795	0.5873211859
530	0.6882376914	0.5872861748
531	0.6884030351	0.5872517278
532	0.688418072	0.5872347006
533	0.688538983	0.5871171687
534	0.6884429165	0.5871031102
535	0.6885909433	0.5870526872
536	0.6887474967	0.5869783252
537	0.6887880311	0.5869683523
538	0.6887909718	0.5869256585
539	0.6889443138	0.5868779662
540	0.6888841259	0.5867922875
541	0.6890008079	0.586721946
542	0.6890783444	0.5866199952
543	0.6889291721	0.5865639302
544	0.6890387221	0.5865034212
545	0.6890455301	0.5863987898
546	0.6890281997	0.5862727088
547	0.6890840566	0.5862211104
548	0.689087304	0.5861899793
549	0.6892876949	0.586083343
550	0.6893552987	0.5860363455
551	0.6893984912	0.585934077
552	0.6895851164	0.5858651746
553	0.6896503476	0.5857822759
554	0.6896882571	0.5857052353
555	0.6897505316	0.5856505376
556	0.6897505316	0.5856019817
557	0.6897505316	0.5855858283
558	0.6899052157	0.5855331026
559	0.6899193456	0.585500675
560	0.6899569863	0.5854608292
561	0.6899746177	0.5854093255
562	0.6900298921	0.5853567955
563	0.6901612896	0.5852800104
564	0.6902288637	0.585150131
565	0.6902691827	0.5850909888
566	0.6903036307	0.5850668526
567	0.690257701	0.5850300347
568	0.6905175516	0.5849383785
569	0.690429956	0.5849033271
570	0.6905199652	0.5848382364
571	0.6906840449	0.5847560321
572	0.6906779121	0.584730731
573	0.6907112535	0.5846181774
574	0.6906500772	0.5845545792
575	0.6906850715	0.5845321002
576	0.6906300301	0.5844079309
577	0.6907489316	0.5843806437
578	0.690673064	0.5842874355
579	0.6907449752	0.5842631843
580	0.6908879196	0.5841781451
581	0.6908923573	0.5841195689
582	0.6909506011	0.5840695154
583	0.6909134154	0.5840208135
584	0.6909882879	0.5839840603
585	0.6909677281	0.5839311316
586	0.6909111715	0.5838555958
587	0.691061713	0.583809237
588	0.6911559595	0.5837680767
589	0.6911770024	0.5837311584
590	0.6911138412	0.583684683
591	0.6911608281	0.5836592343
592	0.6912611403	0.5835719577
593	0.691260426	0.583532263
594	0.6911997227	0.5835074655
595	0.6912283659	0.5834922956
596	0.6914692547	0.5834332399
597	0.6914719596	0.583349602
598	0.6915683971	0.5833369025
599	0.6915801416	0.5832959018
600	0.6916530889	0.5832631967
601	0.6916822232	0.5832354985
602	0.6916799614	0.5832079741
603	0.6916727288	0.5831303958
604	0.691629607	0.5830800414
605	0.6916964328	0.5830498431
606	0.6916853667	0.5830059501
607	0.6917876273	0.5829689611
608	0.6917533035	0.5829475259
609	0.6917912247	0.5828892056
610	0.6917621057	0.5828692128
611	0.6918659749	0.5828319762
612	0.6918923835	0.5828109857
613	0.6918894493	0.5827817198
614	0.6919093369	0.5826927685
615	0.6919768255	0.5825687998
616	0.6919535678	0.5825532497
617	0.6920149681	0.5824393712
618	0.691989206	0.5823990386
619	0.6920581262	0.5823017495
620	0.6921488688	0.5822238688
621	0.6921752727	0.5821960867
622	0.6922241082	0.5821479447
623	0.6921981181	0.582119608
624	0.6922687334	0.5820379128
625	0.6922609627	0.5820004242
626	0.692295339	0.5819675019
627	0.6923504595	0.5819529697
628	0.692379994	0.5819252892
629	0.6923921297	0.5818698867
630	0.6925109795	0.5817920227
631	0.692519976	0.5817682944
632	0.6925291691	0.581724953
633	0.6925495003	0.5817018204
634	0.6926447198	0.5816118098
635	0.6927031838	0.5815691052
636	0.6927497255	0.5815513908
637	0.6928457496	0.5815223222
638	0.6928835012	0.5815108752
639	0.6929185077	0.5814914849
640	0.6929560797	0.5814438171
641	0.6930205968	0.5813928732
642	0.6931166464	0.5813556404
643	0.6930733788	0.5813354906
644	0.6931461473	0.581307528
645	0.6931547664	0.5812917134
646	0.693175115	0.581272818
647	0.6932389224	0.5812320745
648	0.6932156388	0.5811639731
649	0.693320678	0.581113825
650	0.6933003254	0.5810827443
651	0.6932917019	0.5810651563
652	0.6933448196	0.5810156594
653	0.6934610704	0.5809697695
654	0.6934640021	0.5809469923
655	0.6934988488	0.5808377847
656	0.6935835358	0.5808077364
657	0.6935511237	0.5807771901
658	0.6936007987	0.5807346806
659	0.6936035674	0.5807095802
660	0.6936066619	0.5806900852
661	0.6937056902	0.5806514771
662	0.6937232792	0.5806144919
663	0.6936507958	0.5805993073
664	0.6937582977	0.5805422944
665	0.693787925	0.5805084161
666	0.6938028932	0.5804869005
667	0.6939080878	0.5804449651
668	0.694013279	0.5803982619
669	0.6939929173	0.5803878376
670	0.6940248505	0.5803640567
671	0.6940452135	0.5803392312
672	0.6941296023	0.5803273606
673	0.6941235955	0.5803106768
674	0.6941092367	0.5802654747
675	0.6940134287	0.5802071416
676	0.6940685074	0.5801634703
677	0.69419642	0.5801165215
678	0.6941555388	0.580102571
679	0.6942223636	0.5800678511
680	0.6942399465	0.5800495595
681	0.6942578128	0.5800050688
682	0.6942873959	0.5799433816
683	0.6942611684	0.5799016712
684	0.6942993963	0.5798308155
685	0.6944103014	0.5797713984
686	0.6944305342	0.5797291843
687	0.6944627579	0.5797079277
688	0.6944654168	0.5796754332
689	0.6945008384	0.5796406731
690	0.694544642	0.5795713611
691	0.6944921852	0.5794989936
692	0.6946378472	0.5794521912
693	0.6945738004	0.5794399971
694	0.6946060191	0.5794104766
695	0.6946407762	0.5794010793
696	0.6946466342	0.5793820762
697	0.6946496925	0.579361592
698	0.6946793658	0.5793262837
699	0.6947169264	0.5793158435
700	0.6946905677	0.5792839003
701	0.6947724437	0.5792637892
702	0.6948336931	0.5792324288
703	0.6948162461	0.5792107797
704	0.694824784	0.5791856294
705	0.6948656604	0.5791499627
706	0.6948393035	0.5791365621
707	0.6949149596	0.5791180011
708	0.6949091022	0.5790968516
709	0.6949468144	0.5790639076
710	0.6948918947	0.5790420934
711	0.6949533894	0.578991331
712	0.6949736486	0.5789684617
713	0.6949561981	0.5789566543
714	0.695020382	0.5789098692
715	0.695020969	0.5788741116
716	0.6950876111	0.5788416366
717	0.6950676945	0.578811476
718	0.6952250997	0.5787838554
719	0.6953215902	0.5787538892
720	0.6954264354	0.5785478522
721	0.6954149364	0.578530466
722	0.6953100979	0.5784855264
723	0.6953222364	0.5784350713
724	0.6953336205	0.5783889738
725	0.6953015337	0.5783255299
726	0.6953685282	0.5783038548
727	0.6954297795	0.5782733549
728	0.6955027392	0.5782228278
729	0.6954911351	0.5782065846
730	0.6955727736	0.578171147
731	0.6955552148	0.5780916192
732	0.6955960858	0.5780722067
733	0.6955670206	0.5780536029
734	0.6956400782	0.5780287645
735	0.6957478661	0.5780107228
736	0.6956344212	0.5779807479
737	0.6956927465	0.5779472597
738	0.6956667027	0.5779108096
739	0.6957509801	0.5778591636
740	0.6956927465	0.5778214596
741	0.6957219099	0.5778053989
742	0.6957977007	0.5777917355
743	0.6959203958	0.5776241574
744	0.696010907	0.5775832971
745	0.6960225226	0.5775660678
746	0.6960719993	0.5775529996
747	0.6961157132	0.5775373342
748	0.6961652804	0.5775049492
749	0.6961247349	0.5774770524
750	0.6961451282	0.5774548856
751	0.6961598338	0.5774423969
752	0.6961829919	0.577425151
753	0.6962269442	0.577404098
754	0.6963089833	0.5773788711
755	0.6963993337	0.5773460274
756	0.6963646884	0.5773311248
757	0.6963793806	0.577309486
758	0.6964318586	0.5772880121
759	0.6964699341	0.5772657987
760	0.6965165659	0.5772396734
761	0.696542669	0.577225897
762	0.6965369595	0.5772069677
763	0.6965050122	0.577171711
764	0.6966479028	0.5771327848
765	0.6966656337	0.577115856
766	0.6967412434	0.5770935894
767	0.6967530579	0.5770543533
768	0.6967880669	0.5770324646
769	0.6967676092	0.5769825933
770	0.6968988266	0.5769374662
771	0.696895847	0.5769215205
772	0.6969746968	0.5768898084
773	0.6969923926	0.5768404933
774	0.697009924	0.5768263517
775	0.6970389843	0.5767813661
776	0.6970330348	0.5767573736
777	0.6970679973	0.5767483971
778	0.6972253611	0.5767289881
779	0.6971377821	0.5766903969
780	0.6971524928	0.5766775391
781	0.6972370968	0.5766437125
782	0.6971554639	0.5766175987
783	0.6972488315	0.5765894156
784	0.6972168281	0.5765765073
785	0.6971789856	0.5765408188
786	0.6972372816	0.5765118483
787	0.6972986822	0.5764654319
788	0.6973686267	0.5764488488
789	0.697281153	0.5764286722
790	0.6974473859	0.5763827071
791	0.6974240537	0.5763699643
792	0.6974444249	0.5763321374
793	0.6975202336	0.5763203803
794	0.6975232293	0.5763059488
795	0.6975610994	0.5762803223
796	0.6976398433	0.5762616748
797	0.6976078082	0.5762474566
798	0.697654451	0.5762210032
799	0.6977186287	0.5761880487
800	0.6977565775	0.5761783607
801	0.6977857338	0.5761580265
802	0.6977741057	0.5761170488
803	0.6977099572	0.5760899545
804	0.6978324487	0.5760647509
805	0.6978732691	0.5760390734
806	0.6978587404	0.5759791004
807	0.6979492459	0.5759460492
808	0.6980135478	0.5758171283
809	0.6980426916	0.5758033645
810	0.6980514135	0.575778714
811	0.6980514135	0.5757635386
812	0.6980484926	0.5757248115
813	0.6980835039	0.5757093239
814	0.6980221834	0.5756690723
815	0.697984275	0.5756519178
816	0.6980543343	0.575624048
817	0.698083561	0.5756007809
818	0.698083561	0.5755691215
819	0.6981040233	0.5755405788
820	0.6981069803	0.5755284962
821	0.6981975009	0.5755039247
822	0.6982003901	0.5754784435
823	0.6981595422	0.5754401994
824	0.6981829016	0.5754168496
825	0.6982237787	0.5753643644
826	0.6982879964	0.5753424364
827	0.6982500828	0.5752699841
828	0.6982617736	0.5752536947
829	0.6983317985	0.5752331456
830	0.6982705312	0.5751888475
831	0.6982938967	0.5751750683
832	0.6983551621	0.5751422633
833	0.6983785043	0.5751145671
834	0.6983989192	0.5751057972
835	0.6984923001	0.5750818673
836	0.6984543512	0.5750603688
837	0.698451432	0.5750397021
838	0.6985098141	0.5750136039
839	0.698486468	0.5749845374
840	0.6985798596	0.5749475814
841	0.6985827815	0.574910523
842	0.6985798596	0.5748922355
843	0.6986528231	0.5748571063
844	0.6987374781	0.574836355
845	0.6987316399	0.5748211194
846	0.6988046218	0.5748049822
847	0.6987374703	0.574746138
848	0.6987257953	0.5747138895
849	0.6988630105	0.574670647
850	0.6988834424	0.5746546338
851	0.6988600798	0.5746435552
852	0.6987491403	0.5746201338
853	0.6988454588	0.5745641638
854	0.698865905	0.5745484455
855	0.6989885308	0.5744717652
856	0.6989564353	0.5744426062
857	0.6989885207	0.5744034586
858	0.6990352023	0.5743447257
859	0.6990877792	0.5743242412
860	0.6990790114	0.5743042401
861	0.6990789985	0.5742935563
862	0.6991111248	0.5742690816
863	0.699093562	0.5742494357
864	0.6990906708	0.5742050528
865	0.6990818905	0.574159141
866	0.6992220578	0.5740943993
867	0.6991870252	0.5740795876
868	0.6991753691	0.5740676721
869	0.6992045669	0.5740373204
870	0.6992483554	0.5740239957
871	0.6992746362	0.5739883053
872	0.6992746169	0.573967796
873	0.6993826379	0.5739252727
874	0.6993739296	0.5738537764
875	0.699373952	0.5738014736
876	0.6993826379	0.573784236
877	0.6993183426	0.5737545449
878	0.6993767575	0.5737413084
879	0.6992862492	0.5737276335
880	0.6993563127	0.5736968209
881	0.6993533517	0.5736645025
882	0.6994818834	0.573597722
883	0.6995023316	0.5735581806
