iter	F1	Logloss
884	0.6995461474	0.5735479727
885	0.6996045528	0.5735328113
886	0.6996074701	0.573492572
887	0.699604523	0.573483731
888	0.6996161919	0.5734651098
889	0.6995985996	0.5734258408
890	0.6996979668	0.5733921793
891	0.6996686356	0.5733629371
892	0.6997271035	0.5733366204
893	0.699738771	0.5733099028
894	0.6996861685	0.5732349217
895	0.6996803349	0.5732097927
896	0.6996569369	0.5731902844
897	0.6997241193	0.5731710727
898	0.6996131243	0.5731546196
899	0.6997445703	0.5731361518
900	0.699747487	0.573126428
901	0.6998175208	0.5731043885
902	0.6998468729	0.57307827
903	0.6999169525	0.5730501792
904	0.6999344524	0.5730392056
905	0.6999109209	0.5730121042
906	0.6999401639	0.5729936878
907	0.6999108416	0.5729331447
908	0.6999430395	0.5729134281
909	0.7000336534	0.5728826802
910	0.7001040067	0.5728580028
911	0.7001127567	0.572850652
912	0.7001593264	0.5727691108
913	0.7001651589	0.5727377615
914	0.7001621472	0.5727158536
915	0.7001767755	0.5726956756
916	0.7001885369	0.5726807681
917	0.7002295623	0.5726668198
918	0.7001213674	0.5725949309
919	0.7002413786	0.5725665353
920	0.7002881986	0.5725404658
921	0.7004166891	0.5724800436
922	0.7004608352	0.5724586829
923	0.7005220868	0.5724432723
924	0.7004870284	0.5724338385
925	0.7004694129	0.5724006529
926	0.7004984608	0.5723793126
927	0.7005189926	0.5723549645
928	0.7005305387	0.5723324639
929	0.7005508908	0.5723135263
930	0.7004719834	0.5722895848
931	0.7005215532	0.5722360359
932	0.7005683253	0.5722197473
933	0.7006004594	0.5722129235
934	0.7006062908	0.5722004039
935	0.7006441933	0.5721833532
936	0.7006763272	0.5721529003
937	0.7007026307	0.5721398677
938	0.7007201886	0.5721270496
939	0.7006938844	0.5721147567
940	0.7007056765	0.5720851503
941	0.7006706244	0.5720293728
942	0.7006676447	0.5720182071
943	0.700711573	0.5719930541
944	0.700726217	0.5719574688
945	0.7007759167	0.5719299348
946	0.7008343657	0.5719022566
947	0.700816597	0.5718593429
948	0.7008516493	0.571838455
949	0.7008369343	0.571817693
950	0.7009275129	0.5717944342
951	0.7009509053	0.5717759139
952	0.701003522	0.5717281509
953	0.7010385759	0.5716832972
954	0.7010619709	0.5716577598
955	0.701064809	0.5716192646
956	0.7011000183	0.571599111
957	0.7011027773	0.5715819947
958	0.7011174288	0.5715671436
959	0.7011965252	0.5715281272
960	0.7012228396	0.5715123788
961	0.7012140137	0.5715065597
962	0.7012696409	0.5714872006
963	0.7012429129	0.5714567941
964	0.7012749695	0.5714248027
965	0.7013012807	0.5714122283
966	0.7013715626	0.5713976708
967	0.7013889604	0.571353304
968	0.7013889604	0.5713294311
969	0.7014503302	0.5712984592
970	0.7014327578	0.5712805099
971	0.7014324923	0.5712388733
972	0.7014938569	0.5712254858
973	0.7015879255	0.5711877603
974	0.7016903908	0.5711526761
975	0.7017749904	0.5711299097
976	0.7017340009	0.5710738015
977	0.7017748909	0.5710597826
978	0.7018240159	0.5710299449
979	0.7018410871	0.5710018071
980	0.7019788114	0.5709737406
981	0.7019347009	0.5709020151
982	0.7020108502	0.5708841805
983	0.7021190478	0.5708562575
984	0.7021011329	0.5708257992
985	0.7021187161	0.5707946681
986	0.7021187161	0.5707819231
987	0.7021800936	0.5707657878
988	0.7022004778	0.5707559187
989	0.702224115	0.5707302248
990	0.702232623	0.5707067592
991	0.7023785597	0.5706631666
992	0.7023670319	0.5706538643
993	0.7023845019	0.5706385356
994	0.7024023304	0.5706157209
995	0.7024344803	0.5705981051
996	0.7024196808	0.5705863457
997	0.7024404248	0.5705790937
998	0.7024697862	0.5705581825
999	0.702504851	0.5705447273
